model_id,x,y,embedding_input,method,family,branch,organization,mean_auc,tsne_perplexity,tsne_init
InstaDeepAI/NTv3_8M_pre,34.47938,15.525336,V_d,tsne,NTv3,mlm_or_encoder,InstaDeepAI,0.884685370229313,5,pca
InstaDeepAI/NTv3_650M_pre_8kb,34.86283,7.0572696,V_d,tsne,NTv3,mlm_or_encoder,InstaDeepAI,0.9072923951387537,5,pca
InstaDeepAI/NTv3_100M_pre_8kb,33.87612,9.793427,V_d,tsne,NTv3,mlm_or_encoder,InstaDeepAI,0.8989671953699293,5,pca
InstaDeepAI/NTv3_8M_pre_8kb,33.470795,16.255732,V_d,tsne,NTv3,mlm_or_encoder,InstaDeepAI,0.8859891698556498,5,pca
InstaDeepAI/NTv3_5downsample_pre,36.97514,7.172586,V_d,tsne,NTv3,mlm_or_encoder,InstaDeepAI,0.902615287066897,5,pca
InstaDeepAI/NTv3_5downsample_pre_8kb,36.890293,5.953977,V_d,tsne,NTv3,mlm_or_encoder,InstaDeepAI,0.9100300437386563,5,pca
InstaDeepAI/agro-nucleotide-transformer-1b,24.743921,-12.870154,V_d,tsne,AgroNT,mlm_or_encoder,InstaDeepAI,0.8430997842169101,5,pca
kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,-26.120073,-29.006287,V_d,tsne,Caduceus,mlm_or_encoder,kuleshov-group,0.884701633913021,5,pca
kuleshov-group/caduceus-ph_seqlen-1k_d_model-118_n_layer-4_lr-8e-3,-35.53631,-25.613214,V_d,tsne,Caduceus,mlm_or_encoder,kuleshov-group,0.8599849636540228,5,pca
kuleshov-group/caduceus-ph_seqlen-1k_d_model-256_n_layer-4_lr-8e-3,-35.473766,-23.844828,V_d,tsne,Caduceus,mlm_or_encoder,kuleshov-group,0.8733538576992442,5,pca
kuleshov-group/caduceus-ps_seqlen-131k_d_model-256_n_layer-16,-26.990557,-29.297707,V_d,tsne,Caduceus,mlm_or_encoder,kuleshov-group,0.8866102313993073,5,pca
kuleshov-group/caduceus-ps_seqlen-1k_d_model-256_n_layer-4_lr-8e-3,-36.713234,-23.123676,V_d,tsne,Caduceus,mlm_or_encoder,kuleshov-group,0.8801137007974275,5,pca
kuleshov-group/caduceus-ps_seqlen-1k_d_model-118_n_layer-4_lr-8e-3,-36.761265,-24.982151,V_d,tsne,Caduceus,mlm_or_encoder,kuleshov-group,0.8589845702949933,5,pca
LongSafari/hyenadna-tiny-1k-seqlen,-27.624851,-11.527101,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8593370657548011,5,pca
LongSafari/hyenadna-tiny-1k-seqlen-d256,-28.98184,-12.029669,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8684343145836461,5,pca
LongSafari/hyenadna-tiny-16k-seqlen-d128,-26.074654,-10.779603,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8441865827118354,5,pca
LongSafari/hyenadna-small-32k-seqlen,-29.36822,-9.191549,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8614033701713478,5,pca
LongSafari/hyenadna-medium-160k-seqlen,-27.283447,-9.554329,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8750736245081588,5,pca
LongSafari/hyenadna-medium-450k-seqlen,-25.277304,-8.528939,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8630889851052007,5,pca
LongSafari/hyenadna-large-1m-seqlen,-24.063686,-7.8244634,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.882996050302736,5,pca
arcinstitute/evo2_40b_base,-44.090977,15.779527,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.6539986300080781,5,pca
arcinstitute/evo2_40b,-64.625885,4.9654775,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.7225756725075806,5,pca
arcinstitute/evo2_20b,-64.91603,5.8327937,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.7171525891693636,5,pca
arcinstitute/evo2_7b_base,43.60534,63.45956,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.8250326130547551,5,pca
arcinstitute/evo2_7b_262k,42.998863,64.77114,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.8205974210922076,5,pca
arcinstitute/evo2_7b,42.08864,63.726814,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.8167636701690921,5,pca
arcinstitute/evo2_1b_base,-13.844078,-0.79850847,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.7342200870482283,5,pca
evo-design/evo-2-7b-8k-microviridae,-26.266161,-31.622442,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.78847106815382,5,pca
evo-design/evo-1-7b-131k-microviridae,-0.9853139,0.033491638,V_d,tsne,Evo1,ar_or_generative,arcinstitute,0.7572457351321731,5,pca
evo-design/evo-1.5-8k-base,19.458237,17.52766,V_d,tsne,Evo1,ar_or_generative,arcinstitute,0.7909976081239937,5,pca
togethercomputer/evo-1-8k-base,-9.463323,-5.810282,V_d,tsne,Evo1,ar_or_generative,arcinstitute,0.7424306370027449,5,pca
togethercomputer/evo-1-131k-base,19.455177,16.322897,V_d,tsne,Evo1,ar_or_generative,arcinstitute,0.7954309090655141,5,pca
LongSafari/evo-1-8k-crispr,-3.2631679,-4.971802,V_d,tsne,Evo1,ar_or_generative,arcinstitute,0.7503414690645832,5,pca
LongSafari/evo-1-8k-transposon,-3.002359,-5.873985,V_d,tsne,Evo1,ar_or_generative,arcinstitute,0.7503414690645832,5,pca
zhihan1996/DNABERT-2-117M,-2.756565,0.41015372,V_d,tsne,DNABERT-2,mlm_or_encoder,zhihan1996,0.8127822928989513,5,pca
zhihan1996/DNABERT-S,-55.88649,6.130392,V_d,tsne,DNABERT-S,mlm_or_encoder,zhihan1996,0.8142663811505192,5,pca
AIRI-Institute/moderngena-base,2.9749568,7.4914265,V_d,tsne,ModernGENA,mlm_or_encoder,AIRI-Institute,0.856891141667942,5,pca
AIRI-Institute/moderngena-large,17.28426,4.84628,V_d,tsne,ModernGENA,mlm_or_encoder,AIRI-Institute,0.8411760746474787,5,pca
AIRI-Institute/gena-lm-bert-base-lastln-t2t,13.485846,0.74713,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.8804501385629268,5,pca
AIRI-Institute/gena-lm-bert-base-t2t,12.223184,-0.2723528,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.875354209820089,5,pca
AIRI-Institute/gena-lm-bert-base,5.6426873,-1.124253,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.876633315294654,5,pca
AIRI-Institute/gena-lm-bert-base-t2t-multi,12.569176,1.7438484,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.8818294243347937,5,pca
AIRI-Institute/gena-lm-bert-large-t2t,14.414338,-0.47942793,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.8802055036982036,5,pca
AIRI-Institute/gena-lm-bigbird-base-t2t,14.654323,2.3151863,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.8564414615903444,5,pca
AIRI-Institute/gena-lm-bert-base-fly,24.175476,8.519025,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.8798749389495737,5,pca
AIRI-Institute/gena-lm-bert-base-athaliana,-13.030017,1.5957422,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.8631545556160756,5,pca
AIRI-Institute/gena-lm-bert-base-yeast,-62.290794,10.019742,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.7947921711334538,5,pca
PoetschLab/GROVER,5.86652,-2.7099712,V_d,tsne,GROVER,mlm_or_encoder,PoetschLab,0.8671038447106474,5,pca
kuleshov-group/PlantCAD2-Small-l24-d0768,28.94095,-16.822508,V_d,tsne,PlantCaduceus,mlm_or_encoder,kuleshov-group,0.8884170475709195,5,pca
kuleshov-group/PlantCAD2-Medium-l48-d1024,30.499739,-16.804344,V_d,tsne,PlantCaduceus,mlm_or_encoder,kuleshov-group,0.8850322169556907,5,pca
kuleshov-group/PlantCAD2-Large-l48-d1536,30.38973,-18.113483,V_d,tsne,PlantCaduceus,mlm_or_encoder,kuleshov-group,0.8885135504845132,5,pca
GenerTeam/GENERator-v2-eukaryote-1.2b-base,38.75799,53.78824,V_d,tsne,GENERatorv2,ar_or_generative,GenerTeam,0.9160398018093819,5,pca
GenerTeam/GENERator-v2-eukaryote-3b-base,39.910515,55.881763,V_d,tsne,GENERatorv2,ar_or_generative,GenerTeam,0.9258188828698207,5,pca
GenerTeam/GENERator-v2-prokaryote-1.2b-base,-11.506384,-5.0239267,V_d,tsne,GENERatorv2,ar_or_generative,GenerTeam,0.8475775736175143,5,pca
GenerTeam/GENERator-v2-prokaryote-3b-base,-12.256733,-7.166736,V_d,tsne,GENERatorv2,ar_or_generative,GenerTeam,0.8647661365519584,5,pca
GenerTeam/GENERator-eukaryote-1.2b-base,37.59115,54.109715,V_d,tsne,GENERator,ar_or_generative,GenerTeam,0.9123506614793109,5,pca
GenerTeam/GENERator-eukaryote-3b-base,38.653355,56.118233,V_d,tsne,GENERator,ar_or_generative,GenerTeam,0.9195296385996374,5,pca
GenerTeam/GENERanno-prokaryote-0.5b-base,37.522114,16.28306,V_d,tsne,GENERanno,mlm_or_encoder,GenerTeam,0.8817084154138367,5,pca
GenerTeam/GENERanno-eukaryote-0.5b-base,-1.2589544,9.603847,V_d,tsne,GENERanno,mlm_or_encoder,GenerTeam,0.8500129962518695,5,pca
DOEJGI/GenomeOcean-100M-v1.2,21.503767,15.091569,V_d,tsne,GenomeOceanV1.2,ar_or_generative,DOEJGI,0.8707547235495641,5,pca
DOEJGI/GenomeOcean-500M-v1.2,22.930407,17.537292,V_d,tsne,GenomeOceanV1.2,ar_or_generative,DOEJGI,0.8839444626248475,5,pca
DOEJGI/GenomeOcean-500M,22.864883,15.979151,V_d,tsne,GenomeOcean,ar_or_generative,DOEJGI,0.8824030266739168,5,pca
DOEJGI/GenomeOcean-100M,21.138672,13.782409,V_d,tsne,GenomeOcean,ar_or_generative,DOEJGI,0.8777694806568301,5,pca
DOEJGI/GenomeOcean-4B,24.140734,18.449741,V_d,tsne,GenomeOcean,ar_or_generative,DOEJGI,0.8856784906711255,5,pca
DOEJGI/GenomeOcean-4B-bgcFM,17.502508,15.881946,V_d,tsne,GenomeOcean,ar_or_generative,DOEJGI,0.8792286539634104,5,pca
ZhejiangLab/Genos-10B-v2,-44.660084,-22.452055,V_d,tsne,Genosv2,ar_or_generative,ZhejiangLab,0.8866037169308743,5,pca
ZhejiangLab/Genos-10B,-45.46794,-23.064579,V_d,tsne,Genos,ar_or_generative,ZhejiangLab,0.8923154127981832,5,pca
ZhejiangLab/Genos-1.2B,-39.212357,-23.694414,V_d,tsne,Genos,ar_or_generative,ZhejiangLab,0.8659398847468603,5,pca
ZhejiangLab/OneGenome-Rice,24.47969,-17.460371,V_d,tsne,OneGenome,ar_or_generative,ZhejiangLab,0.851005834096549,5,pca
genbio-ai/AIDO.DNA-7B,28.208464,8.565945,V_d,tsne,AIDO.DNA,mlm_or_encoder,genbio-ai,0.8955860595416295,5,pca
genbio-ai/AIDO.DNA-300M,25.389896,8.942094,V_d,tsne,AIDO.DNA,mlm_or_encoder,genbio-ai,0.8969643969999578,5,pca
Mishamq/HybriDNA-300M,-47.871277,10.346643,V_d,tsne,HybriDNA,ar_or_generative,Mishamq,0.8287939984167011,5,pca
Mishamq/HybriDNA-3B,-44.12539,9.082555,V_d,tsne,HybriDNA,ar_or_generative,Mishamq,0.8946934034815327,5,pca
Mishamq/HybriDNA-7B,-46.44561,16.519936,V_d,tsne,HybriDNA,ar_or_generative,Mishamq,0.8429952129330213,5,pca
living-models/Botanic0-L,27.677258,-13.832662,V_d,tsne,Botanic0,ar_or_generative,living-models,0.8817735814987914,5,pca
living-models/Botanic0-M,26.274225,-13.58833,V_d,tsne,Botanic0,ar_or_generative,living-models,0.8888156475711413,5,pca
living-models/Botanic0-S,25.400562,-9.61689,V_d,tsne,Botanic0,ar_or_generative,living-models,0.8922605273901404,5,pca
RaphaelMourad/Mistral-DNA-v1-17M-goat-5races,-54.813156,14.06473,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7151140407337319,5,pca
RaphaelMourad/Mistral-DNA-v1-17M-cow-5races,-53.645256,12.744145,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7295038417692249,5,pca
RaphaelMourad/Mistral-DNA-v1-17M-pig-13races,-52.3715,13.014849,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7560749499657892,5,pca
RaphaelMourad/Mistral-DNA-v1-138M-hg38,-56.271427,10.775594,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.6522743549122137,5,pca
RaphaelMourad/Mistral-DNA-v1-17M-hg38,-27.554108,-5.615398,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.8120933659253847,5,pca
RaphaelMourad/Mistral-DNA-v1-1M-hg38,-29.526583,-14.340752,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7652417340533012,5,pca
RaphaelMourad/Mistral-DNA-v1-138M-lncRNA,-52.454952,14.694715,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7336237875938862,5,pca
RaphaelMourad/Mistral-DNA-v1-417M-Athaliana,-62.624413,6.2089953,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.6657346162922085,5,pca
RaphaelMourad/Mistral-DNA-v1-138M-virus,-45.658085,13.226256,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.5944237064486142,5,pca
RaphaelMourad/Mistral-DNA-v1-138M-noncoding,39.306286,15.524431,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.8069298647587365,5,pca
RaphaelMourad/Mistral-DNA-v1-138M-bacteriophage,-47.12771,13.3685665,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.6028566584580207,5,pca
RaphaelMourad/Mistral-DNA-v1-138M-plasmid,-44.13336,11.619283,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.6587029529951741,5,pca
RaphaelMourad/Mistral-DNA-v1-138M-yeast,-60.7425,8.669619,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7072246572524645,5,pca
RaphaelMourad/Mistral-DNA-v1-138M-bacteria,-20.763344,-5.0875273,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7144042532624235,5,pca
RaphaelMourad/Mistral-DNA-v1-422M-hg38,-56.648975,16.222795,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.8506983197541412,5,pca
RaphaelMourad/ModernBERT-DNA-v1-117M-Athaliana,-58.899906,8.001241,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.6632138434294502,5,pca
RaphaelMourad/ModernBERT-DNA-v1-117M-hg38,-24.988605,-13.80413,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.8337786903776166,5,pca
RaphaelMourad/ModernBert-DNA-v1-37M-virus,-45.970383,11.898903,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.7175569356285602,5,pca
RaphaelMourad/ModernBERT-DNA-v1-37M-Athaliana,-60.40391,5.055132,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.6703268332023103,5,pca
RaphaelMourad/ModernBERT-DNA-v1-37M-hg38,-56.21939,8.261295,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.6887707783859928,5,pca
RaphaelMourad/Jamba-DNA-v1-114M-hg38,-31.38363,-9.903436,V_d,tsne,Jamba-DNA,ar_or_generative,RaphaelMourad,0.8491731838293114,5,pca
plant-llms/PlantBiMoE,26.139605,-15.867116,V_d,tsne,PlantBiMoE,mlm_or_encoder,plant-llms,0.8831416997893283,5,pca
GenSLM-25M,-15.09728,-2.791127,V_d,tsne,GenSLM,ar_or_generative,GenSLM,0.8187124537715601,5,pca
GenSLM-250M,-15.700181,-3.9915185,V_d,tsne,GenSLM,ar_or_generative,GenSLM,0.8332770033831376,5,pca
GenSLM-2.5B,-14.200046,-3.9157374,V_d,tsne,GenSLM,ar_or_generative,GenSLM,0.8577640682538047,5,pca
Hengchang-Liu/D3LM-from-nt,3.921852,1.2077287,V_d,tsne,D3LM,mlm_or_encoder,Hengchang-Liu,0.8832184453373992,5,pca
Hengchang-Liu/D3LM-scratch,-22.55902,-9.849427,V_d,tsne,D3LM,mlm_or_encoder,Hengchang-Liu,0.8586873230205744,5,pca
JadenLong/MutBERT,-22.263704,-29.727112,V_d,tsne,MutBERT,mlm_or_encoder,JadenLong,0.8981685232496104,5,pca
JadenLong/MutBERT-Multi,-20.63251,-29.81865,V_d,tsne,MutBERT,mlm_or_encoder,JadenLong,0.8864963088581912,5,pca
JadenLong/MutBERT-Human-Ref,-21.880835,-30.848787,V_d,tsne,MutBERT,mlm_or_encoder,JadenLong,0.8982997255603392,5,pca
HuggingFaceBio/Carbon-500M,37.33765,52.369545,V_d,tsne,Carbon,ar_or_generative,HuggingFaceBio,0.9101119311604692,5,pca
HuggingFaceBio/Carbon-3B,41.439255,60.680656,V_d,tsne,Carbon,ar_or_generative,HuggingFaceBio,0.9233890367837617,5,pca
HuggingFaceBio/Carbon-8B,42.56097,60.482605,V_d,tsne,Carbon,ar_or_generative,HuggingFaceBio,0.9172279433913282,5,pca
