model_id,x,y,embedding_input,method,family,branch,organization,mean_auc,tsne_perplexity,tsne_init
LongSafari/hyenadna-tiny-16k-seqlen-d128,-1.7870182,0.56013227,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8441865827118354,40,pca
LongSafari/hyenadna-small-32k-seqlen,-1.3733175,0.2004639,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8614033701713478,40,pca
LongSafari/hyenadna-medium-160k-seqlen,-1.560723,0.46365646,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8750736245081588,40,pca
LongSafari/hyenadna-medium-450k-seqlen,-1.4329524,0.7340388,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8630889851052007,40,pca
LongSafari/hyenadna-large-1m-seqlen,-1.6477008,0.8723463,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.882996050302736,40,pca
arcinstitute/evo2_40b_base,-2.643118,2.028146,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.6539986300080781,40,pca
arcinstitute/evo2_40b,-3.562675,1.4281443,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.7225756725075806,40,pca
arcinstitute/evo2_20b,-3.5845144,1.4219745,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.7171525891693636,40,pca
arcinstitute/evo2_7b_base,7.777336,-3.6384463,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.8250326130547551,40,pca
arcinstitute/evo2_7b_262k,7.7848353,-3.6505048,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.8205974210922076,40,pca
arcinstitute/evo2_7b,7.784216,-3.6515145,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.8167636701690921,40,pca
arcinstitute/evo2_1b_base,-0.39965594,0.89635694,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.7342200870482283,40,pca
evo-design/evo-2-7b-8k-microviridae,-0.65656227,-2.4562955,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.78847106815382,40,pca
evo-design/evo-1-7b-131k-microviridae,1.2624645,0.3311034,V_d,tsne,Evo1,ar_or_generative,arcinstitute,0.7572457351321731,40,pca
evo-design/evo-1.5-8k-base,4.94812,-1.8300228,V_d,tsne,Evo1,ar_or_generative,arcinstitute,0.7909976081239937,40,pca
togethercomputer/evo-1-8k-base,-0.06787042,1.74552,V_d,tsne,Evo1,ar_or_generative,arcinstitute,0.7424306370027449,40,pca
togethercomputer/evo-1-131k-base,4.8860154,-1.7377952,V_d,tsne,Evo1,ar_or_generative,arcinstitute,0.7954309090655141,40,pca
LongSafari/evo-1-8k-crispr,0.9253329,1.9315201,V_d,tsne,Evo1,ar_or_generative,arcinstitute,0.7503414690645832,40,pca
LongSafari/evo-1-8k-transposon,0.9253329,1.9315201,V_d,tsne,Evo1,ar_or_generative,arcinstitute,0.7503414690645832,40,pca
zhihan1996/DNABERT-2-117M,-1.6553695,-1.7577143,V_d,tsne,DNABERT-2,mlm_or_encoder,zhihan1996,0.8127822928989513,40,pca
zhihan1996/DNABERT-S,-4.6444936,3.2802708,V_d,tsne,DNABERT-S,mlm_or_encoder,zhihan1996,0.8142663811505192,40,pca
AIRI-Institute/moderngena-base,1.9137293,-2.3697844,V_d,tsne,ModernGENA,mlm_or_encoder,AIRI-Institute,0.856891141667942,40,pca
AIRI-Institute/moderngena-large,4.2806644,-0.3717907,V_d,tsne,ModernGENA,mlm_or_encoder,AIRI-Institute,0.8411760746474787,40,pca
AIRI-Institute/gena-lm-bert-base-lastln-t2t,2.9916925,-0.8503315,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.8804501385629268,40,pca
AIRI-Institute/gena-lm-bert-base-t2t,2.8839917,-0.9159495,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.875354209820089,40,pca
AIRI-Institute/gena-lm-bert-base,2.125441,-0.66456485,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.876633315294654,40,pca
AIRI-Institute/gena-lm-bert-base-t2t-multi,3.0623598,-0.8434264,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.8818294243347937,40,pca
AIRI-Institute/gena-lm-bert-large-t2t,3.1072736,-0.9052345,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.8802055036982036,40,pca
AIRI-Institute/gena-lm-bigbird-base-t2t,3.2653353,-0.77675194,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.8564414615903444,40,pca
AIRI-Institute/gena-lm-bert-base-fly,5.102584,-0.7738105,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.8798749389495737,40,pca
AIRI-Institute/gena-lm-bert-base-athaliana,2.358169,1.2730647,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.8631545556160756,40,pca
AIRI-Institute/gena-lm-bert-base-yeast,-5.478179,1.135909,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.7947921711334538,40,pca
PoetschLab/GROVER,1.9006885,-0.25870448,V_d,tsne,GROVER,mlm_or_encoder,PoetschLab,0.8671038447106474,40,pca
kuleshov-group/PlantCAD2-Small-l24-d0768,5.6066003,1.8565207,V_d,tsne,PlantCaduceus,mlm_or_encoder,kuleshov-group,0.8884170475709195,40,pca
kuleshov-group/PlantCAD2-Medium-l48-d1024,5.7799835,1.9870749,V_d,tsne,PlantCaduceus,mlm_or_encoder,kuleshov-group,0.8850322169556907,40,pca
kuleshov-group/PlantCAD2-Large-l48-d1536,5.8260713,2.0179875,V_d,tsne,PlantCaduceus,mlm_or_encoder,kuleshov-group,0.8885135504845132,40,pca
GenerTeam/GENERator-v2-eukaryote-1.2b-base,6.125668,-3.35812,V_d,tsne,GENERatorv2,ar_or_generative,GenerTeam,0.9160398018093819,40,pca
GenerTeam/GENERator-v2-eukaryote-3b-base,6.4931803,-3.652251,V_d,tsne,GENERatorv2,ar_or_generative,GenerTeam,0.9258188828698207,40,pca
GenerTeam/GENERator-v2-prokaryote-1.2b-base,0.08562433,1.2184044,V_d,tsne,GENERatorv2,ar_or_generative,GenerTeam,0.8475775736175143,40,pca
GenerTeam/GENERator-v2-prokaryote-3b-base,-0.26714146,2.173256,V_d,tsne,GENERatorv2,ar_or_generative,GenerTeam,0.8647661365519584,40,pca
GenerTeam/GENERator-eukaryote-1.2b-base,6.1058784,-3.294159,V_d,tsne,GENERator,ar_or_generative,GenerTeam,0.9123506614793109,40,pca
GenerTeam/GENERator-eukaryote-3b-base,6.47365,-3.5878475,V_d,tsne,GENERator,ar_or_generative,GenerTeam,0.9195296385996374,40,pca
GenerTeam/GENERanno-prokaryote-0.5b-base,6.836212,0.22094616,V_d,tsne,GENERanno,mlm_or_encoder,GenerTeam,0.8817084154138367,40,pca
GenerTeam/GENERanno-eukaryote-0.5b-base,2.4562254,-3.4753478,V_d,tsne,GENERanno,mlm_or_encoder,GenerTeam,0.8500129962518695,40,pca
DOEJGI/GenomeOcean-100M-v1.2,4.854023,-1.727095,V_d,tsne,GenomeOceanV1.2,ar_or_generative,DOEJGI,0.8707547235495641,40,pca
DOEJGI/GenomeOcean-500M-v1.2,5.281468,-2.0448806,V_d,tsne,GenomeOceanV1.2,ar_or_generative,DOEJGI,0.8839444626248475,40,pca
DOEJGI/GenomeOcean-500M,5.1224008,-1.8799175,V_d,tsne,GenomeOcean,ar_or_generative,DOEJGI,0.8824030266739168,40,pca
DOEJGI/GenomeOcean-100M,4.722193,-1.5611681,V_d,tsne,GenomeOcean,ar_or_generative,DOEJGI,0.8777694806568301,40,pca
DOEJGI/GenomeOcean-4B,5.398528,-2.2190692,V_d,tsne,GenomeOcean,ar_or_generative,DOEJGI,0.8856784906711255,40,pca
DOEJGI/GenomeOcean-4B-bgcFM,4.674902,-2.0486841,V_d,tsne,GenomeOcean,ar_or_generative,DOEJGI,0.8792286539634104,40,pca
ZhejiangLab/Genos-10B-v2,-1.9059988,5.3724456,V_d,tsne,Genosv2,ar_or_generative,ZhejiangLab,0.8866037169308743,40,pca
ZhejiangLab/Genos-10B,-1.8521162,5.417132,V_d,tsne,Genos,ar_or_generative,ZhejiangLab,0.8923154127981832,40,pca
ZhejiangLab/Genos-1.2B,-2.931317,-1.4575613,V_d,tsne,Genos,ar_or_generative,ZhejiangLab,0.8659398847468603,40,pca
ZhejiangLab/OneGenome-Rice,2.7900348,2.6642933,V_d,tsne,OneGenome,ar_or_generative,ZhejiangLab,0.851005834096549,40,pca
genbio-ai/AIDO.DNA-7B,6.7976246,-1.9674057,V_d,tsne,AIDO.DNA,mlm_or_encoder,genbio-ai,0.8955860595416295,40,pca
genbio-ai/AIDO.DNA-300M,5.678923,-1.0789602,V_d,tsne,AIDO.DNA,mlm_or_encoder,genbio-ai,0.8969643969999578,40,pca
Mishamq/HybriDNA-300M,-4.450393,-0.35852152,V_d,tsne,HybriDNA,ar_or_generative,Mishamq,0.8287939984167011,40,pca
Mishamq/HybriDNA-3B,-2.8234057,2.835647,V_d,tsne,HybriDNA,ar_or_generative,Mishamq,0.8946934034815327,40,pca
Mishamq/HybriDNA-7B,-4.3659062,0.34337804,V_d,tsne,HybriDNA,ar_or_generative,Mishamq,0.8429952129330213,40,pca
living-models/Botanic0-L,5.1169176,1.5997938,V_d,tsne,Botanic0,ar_or_generative,living-models,0.8817735814987914,40,pca
living-models/Botanic0-M,4.8279657,1.268347,V_d,tsne,Botanic0,ar_or_generative,living-models,0.8888156475711413,40,pca
living-models/Botanic0-S,3.974134,0.45207065,V_d,tsne,Botanic0,ar_or_generative,living-models,0.8922605273901404,40,pca
RaphaelMourad/Mistral-DNA-v1-17M-goat-5races,-3.3720715,0.76953125,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7151140407337319,40,pca
RaphaelMourad/Mistral-DNA-v1-17M-cow-5races,-3.249543,0.90044934,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7295038417692249,40,pca
RaphaelMourad/Mistral-DNA-v1-17M-pig-13races,-2.696845,1.0167077,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7560749499657892,40,pca
RaphaelMourad/Mistral-DNA-v1-138M-hg38,-4.0280437,2.1310956,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.6522743549122137,40,pca
RaphaelMourad/Mistral-DNA-v1-17M-hg38,-1.6909498,2.2527754,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.8120933659253847,40,pca
RaphaelMourad/Mistral-DNA-v1-1M-hg38,-2.6739557,0.28338337,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7652417340533012,40,pca
RaphaelMourad/Mistral-DNA-v1-138M-lncRNA,-2.9950418,0.8207831,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7336237875938862,40,pca
RaphaelMourad/Mistral-DNA-v1-417M-Athaliana,-4.200285,1.5929375,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.6657346162922085,40,pca
RaphaelMourad/Mistral-DNA-v1-138M-virus,-3.0097797,1.6121053,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.5944237064486142,40,pca
RaphaelMourad/Mistral-DNA-v1-138M-noncoding,7.5445747,-0.04256811,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.8069298647587365,40,pca
RaphaelMourad/Mistral-DNA-v1-138M-bacteriophage,-3.2214012,1.7978863,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.6028566584580207,40,pca
RaphaelMourad/Mistral-DNA-v1-138M-plasmid,-2.6224215,1.6379592,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.6587029529951741,40,pca
RaphaelMourad/Mistral-DNA-v1-138M-yeast,-4.745543,1.6001639,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7072246572524645,40,pca
RaphaelMourad/Mistral-DNA-v1-138M-bacteria,-1.6722099,1.5795165,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7144042532624235,40,pca
RaphaelMourad/Mistral-DNA-v1-422M-hg38,-3.1962569,4.0348105,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.8506983197541412,40,pca
RaphaelMourad/ModernBERT-DNA-v1-117M-Athaliana,-4.5554214,2.126352,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.6632138434294502,40,pca
RaphaelMourad/ModernBERT-DNA-v1-117M-hg38,-1.2140366,0.024161415,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.8337786903776166,40,pca
RaphaelMourad/ModernBert-DNA-v1-37M-virus,-2.9611502,1.5302815,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.7175569356285602,40,pca
RaphaelMourad/ModernBERT-DNA-v1-37M-Athaliana,-5.2475777,2.0011282,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.6703268332023103,40,pca
RaphaelMourad/ModernBERT-DNA-v1-37M-hg38,-4.518187,2.8352013,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.6887707783859928,40,pca
RaphaelMourad/Jamba-DNA-v1-114M-hg38,-1.5377468,-0.044695526,V_d,tsne,Jamba-DNA,ar_or_generative,RaphaelMourad,0.8491731838293114,40,pca
plant-llms/PlantBiMoE,5.0422983,1.4264201,V_d,tsne,PlantBiMoE,mlm_or_encoder,plant-llms,0.8831416997893283,40,pca
GenSLM-25M,-0.6437547,1.3102558,V_d,tsne,GenSLM,ar_or_generative,GenSLM,0.8187124537715601,40,pca
GenSLM-250M,-0.6950769,1.3688664,V_d,tsne,GenSLM,ar_or_generative,GenSLM,0.8332770033831376,40,pca
GenSLM-2.5B,-0.43220642,1.2681173,V_d,tsne,GenSLM,ar_or_generative,GenSLM,0.8577640682538047,40,pca
Hengchang-Liu/D3LM-from-nt,2.1159174,-1.0513378,V_d,tsne,D3LM,mlm_or_encoder,Hengchang-Liu,0.8832184453373992,40,pca
Hengchang-Liu/D3LM-scratch,-1.8893911,1.0578874,V_d,tsne,D3LM,mlm_or_encoder,Hengchang-Liu,0.8586873230205744,40,pca
JadenLong/MutBERT,0.3116832,-1.5653849,V_d,tsne,MutBERT,mlm_or_encoder,JadenLong,0.8981685232496104,40,pca
JadenLong/MutBERT-Multi,0.540193,-1.2997599,V_d,tsne,MutBERT,mlm_or_encoder,JadenLong,0.8864963088581912,40,pca
JadenLong/MutBERT-Human-Ref,0.42144904,-1.592681,V_d,tsne,MutBERT,mlm_or_encoder,JadenLong,0.8982997255603392,40,pca
HuggingFaceBio/Carbon-500M,6.097656,-3.0890558,V_d,tsne,Carbon,ar_or_generative,HuggingFaceBio,0.9101119311604692,40,pca
HuggingFaceBio/Carbon-3B,7.245812,-3.7343218,V_d,tsne,Carbon,ar_or_generative,HuggingFaceBio,0.9233890367837617,40,pca
HuggingFaceBio/Carbon-8B,7.366128,-3.960936,V_d,tsne,Carbon,ar_or_generative,HuggingFaceBio,0.9172279433913282,40,pca
