model_id,x,y,embedding_input,method,family,branch,organization,mean_auc,tsne_label,tsne_perplexity,tsne_early_exaggeration,tsne_learning_rate,tsne_metric,tsne_init
genbio-ai/AIDO.DNA-7B,27.205103,20.250628,V_d,tsne,AIDO.DNA,mlm_or_encoder,genbio-ai,0.8955860595416295,p5_ee24_auto_euc,5,24,auto,euclidean,pca
genbio-ai/AIDO.DNA-300M,26.464218,17.563265,V_d,tsne,AIDO.DNA,mlm_or_encoder,genbio-ai,0.8969643969999578,p5_ee24_auto_euc,5,24,auto,euclidean,pca
Mishamq/HybriDNA-300M,-61.76812,-11.556314,V_d,tsne,HybriDNA,ar_or_generative,Mishamq,0.8287939984167011,p5_ee24_auto_euc,5,24,auto,euclidean,pca
Mishamq/HybriDNA-3B,-62.73833,-15.438629,V_d,tsne,HybriDNA,ar_or_generative,Mishamq,0.8946934034815327,p5_ee24_auto_euc,5,24,auto,euclidean,pca
Mishamq/HybriDNA-7B,-56.14983,-15.612754,V_d,tsne,HybriDNA,ar_or_generative,Mishamq,0.8429952129330213,p5_ee24_auto_euc,5,24,auto,euclidean,pca
living-models/Botanic0-L,21.233824,-3.0383337,V_d,tsne,Botanic0,ar_or_generative,living-models,0.8817735814987914,p5_ee24_auto_euc,5,24,auto,euclidean,pca
living-models/Botanic0-M,22.516077,-2.3976092,V_d,tsne,Botanic0,ar_or_generative,living-models,0.8888156475711413,p5_ee24_auto_euc,5,24,auto,euclidean,pca
living-models/Botanic0-S,22.909904,1.6224219,V_d,tsne,Botanic0,ar_or_generative,living-models,0.8922605273901404,p5_ee24_auto_euc,5,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-17M-goat-5races,-53.550423,-6.476032,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7151140407337319,p5_ee24_auto_euc,5,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-17M-cow-5races,-55.271984,-6.9843283,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7295038417692249,p5_ee24_auto_euc,5,24,auto,euclidean,pca
