model_id,x,y,embedding_input,method,family,branch,organization,mean_auc,tsne_label,tsne_perplexity,tsne_early_exaggeration,tsne_learning_rate,tsne_metric,tsne_init
InstaDeepAI/agro-nucleotide-transformer-1b,15.816811,20.485014,V_d,tsne,AgroNT,mlm_or_encoder,InstaDeepAI,0.8430997842169101,p10_ee24_auto_euc,10,24,auto,euclidean,pca
kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,-7.746097,-6.9745173,V_d,tsne,Caduceus,mlm_or_encoder,kuleshov-group,0.884701633913021,p10_ee24_auto_euc,10,24,auto,euclidean,pca
kuleshov-group/caduceus-ph_seqlen-1k_d_model-118_n_layer-4_lr-8e-3,-5.818638,-17.030241,V_d,tsne,Caduceus,mlm_or_encoder,kuleshov-group,0.8599849636540228,p10_ee24_auto_euc,10,24,auto,euclidean,pca
kuleshov-group/caduceus-ph_seqlen-1k_d_model-256_n_layer-4_lr-8e-3,-6.608602,-15.047248,V_d,tsne,Caduceus,mlm_or_encoder,kuleshov-group,0.8733538576992442,p10_ee24_auto_euc,10,24,auto,euclidean,pca
kuleshov-group/caduceus-ps_seqlen-131k_d_model-256_n_layer-16,-8.682031,-7.8418803,V_d,tsne,Caduceus,mlm_or_encoder,kuleshov-group,0.8866102313993073,p10_ee24_auto_euc,10,24,auto,euclidean,pca
kuleshov-group/caduceus-ps_seqlen-1k_d_model-256_n_layer-4_lr-8e-3,-8.561803,-15.129718,V_d,tsne,Caduceus,mlm_or_encoder,kuleshov-group,0.8801137007974275,p10_ee24_auto_euc,10,24,auto,euclidean,pca
kuleshov-group/caduceus-ps_seqlen-1k_d_model-118_n_layer-4_lr-8e-3,-7.704691,-17.161007,V_d,tsne,Caduceus,mlm_or_encoder,kuleshov-group,0.8589845702949933,p10_ee24_auto_euc,10,24,auto,euclidean,pca
LongSafari/hyenadna-tiny-1k-seqlen,0.7551331,-20.16879,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8593370657548011,p10_ee24_auto_euc,10,24,auto,euclidean,pca
LongSafari/hyenadna-tiny-1k-seqlen-d256,1.5722839,-21.830128,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8684343145836461,p10_ee24_auto_euc,10,24,auto,euclidean,pca
LongSafari/hyenadna-tiny-16k-seqlen-d128,2.8755586,-19.660473,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8441865827118354,p10_ee24_auto_euc,10,24,auto,euclidean,pca
LongSafari/hyenadna-small-32k-seqlen,-0.56085616,-17.842922,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8614033701713478,p10_ee24_auto_euc,10,24,auto,euclidean,pca
LongSafari/hyenadna-medium-160k-seqlen,1.4139082,-18.188942,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8750736245081588,p10_ee24_auto_euc,10,24,auto,euclidean,pca
LongSafari/hyenadna-medium-450k-seqlen,2.7688334,-16.569899,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8630889851052007,p10_ee24_auto_euc,10,24,auto,euclidean,pca
LongSafari/hyenadna-large-1m-seqlen,4.274032,-17.708475,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.882996050302736,p10_ee24_auto_euc,10,24,auto,euclidean,pca
arcinstitute/evo2_40b_base,11.482843,-38.12693,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.6539986300080781,p10_ee24_auto_euc,10,24,auto,euclidean,pca
arcinstitute/evo2_40b,8.441149,-43.481552,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.7225756725075806,p10_ee24_auto_euc,10,24,auto,euclidean,pca
arcinstitute/evo2_20b,8.430797,-44.709354,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.7171525891693636,p10_ee24_auto_euc,10,24,auto,euclidean,pca
arcinstitute/evo2_7b_base,-11.707847,46.519367,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.8250326130547551,p10_ee24_auto_euc,10,24,auto,euclidean,pca
arcinstitute/evo2_7b_262k,-11.898286,48.3347,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.8205974210922076,p10_ee24_auto_euc,10,24,auto,euclidean,pca
arcinstitute/evo2_7b,-13.481956,47.505573,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.8167636701690921,p10_ee24_auto_euc,10,24,auto,euclidean,pca
arcinstitute/evo2_1b_base,7.144802,-8.092823,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.7342200870482283,p10_ee24_auto_euc,10,24,auto,euclidean,pca
evo-design/evo-2-7b-8k-microviridae,-11.230182,-6.1604514,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.78847106815382,p10_ee24_auto_euc,10,24,auto,euclidean,pca
evo-design/evo-1-7b-131k-microviridae,8.20708,0.8993397,V_d,tsne,Evo1,ar_or_generative,arcinstitute,0.7572457351321731,p10_ee24_auto_euc,10,24,auto,euclidean,pca
evo-design/evo-1.5-8k-base,-5.712918,26.88618,V_d,tsne,Evo1,ar_or_generative,arcinstitute,0.7909976081239937,p10_ee24_auto_euc,10,24,auto,euclidean,pca
togethercomputer/evo-1-8k-base,13.876644,-8.870243,V_d,tsne,Evo1,ar_or_generative,arcinstitute,0.7424306370027449,p10_ee24_auto_euc,10,24,auto,euclidean,pca
togethercomputer/evo-1-131k-base,-5.2511535,25.13521,V_d,tsne,Evo1,ar_or_generative,arcinstitute,0.7954309090655141,p10_ee24_auto_euc,10,24,auto,euclidean,pca
LongSafari/evo-1-8k-crispr,13.239613,1.089457,V_d,tsne,Evo1,ar_or_generative,arcinstitute,0.7503414690645832,p10_ee24_auto_euc,10,24,auto,euclidean,pca
LongSafari/evo-1-8k-transposon,13.239613,1.089457,V_d,tsne,Evo1,ar_or_generative,arcinstitute,0.7503414690645832,p10_ee24_auto_euc,10,24,auto,euclidean,pca
zhihan1996/DNABERT-2-117M,12.278777,-17.14678,V_d,tsne,DNABERT-2,mlm_or_encoder,zhihan1996,0.8127822928989513,p10_ee24_auto_euc,10,24,auto,euclidean,pca
zhihan1996/DNABERT-S,-3.0757885,-42.610966,V_d,tsne,DNABERT-S,mlm_or_encoder,zhihan1996,0.8142663811505192,p10_ee24_auto_euc,10,24,auto,euclidean,pca
AIRI-Institute/moderngena-base,9.190447,5.817738,V_d,tsne,ModernGENA,mlm_or_encoder,AIRI-Institute,0.856891141667942,p10_ee24_auto_euc,10,24,auto,euclidean,pca
AIRI-Institute/moderngena-large,0.118550815,18.633226,V_d,tsne,ModernGENA,mlm_or_encoder,AIRI-Institute,0.8411760746474787,p10_ee24_auto_euc,10,24,auto,euclidean,pca
AIRI-Institute/gena-lm-bert-base-lastln-t2t,-2.0082726,12.25727,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.8804501385629268,p10_ee24_auto_euc,10,24,auto,euclidean,pca
AIRI-Institute/gena-lm-bert-base-t2t,-2.7991831,10.557773,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.875354209820089,p10_ee24_auto_euc,10,24,auto,euclidean,pca
AIRI-Institute/gena-lm-bert-base,-0.4426156,7.3245497,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.876633315294654,p10_ee24_auto_euc,10,24,auto,euclidean,pca
AIRI-Institute/gena-lm-bert-base-t2t-multi,-0.3168789,11.858232,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.8818294243347937,p10_ee24_auto_euc,10,24,auto,euclidean,pca
AIRI-Institute/gena-lm-bert-large-t2t,-3.7756395,12.932976,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.8802055036982036,p10_ee24_auto_euc,10,24,auto,euclidean,pca
AIRI-Institute/gena-lm-bigbird-base-t2t,-1.2037765,14.267816,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.8564414615903444,p10_ee24_auto_euc,10,24,auto,euclidean,pca
AIRI-Institute/gena-lm-bert-base-fly,2.192009,24.378824,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.8798749389495737,p10_ee24_auto_euc,10,24,auto,euclidean,pca
AIRI-Institute/gena-lm-bert-base-athaliana,4.881451,-5.84324,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.8631545556160756,p10_ee24_auto_euc,10,24,auto,euclidean,pca
AIRI-Institute/gena-lm-bert-base-yeast,4.2778287,-47.479866,V_d,tsne,GENA-LM,mlm_or_encoder,AIRI-Institute,0.7947921711334538,p10_ee24_auto_euc,10,24,auto,euclidean,pca
PoetschLab/GROVER,-1.3225822,5.5645494,V_d,tsne,GROVER,mlm_or_encoder,PoetschLab,0.8671038447106474,p10_ee24_auto_euc,10,24,auto,euclidean,pca
kuleshov-group/PlantCAD2-Small-l24-d0768,19.338312,25.583832,V_d,tsne,PlantCaduceus,mlm_or_encoder,kuleshov-group,0.8884170475709195,p10_ee24_auto_euc,10,24,auto,euclidean,pca
kuleshov-group/PlantCAD2-Medium-l48-d1024,21.287865,25.498243,V_d,tsne,PlantCaduceus,mlm_or_encoder,kuleshov-group,0.8850322169556907,p10_ee24_auto_euc,10,24,auto,euclidean,pca
kuleshov-group/PlantCAD2-Large-l48-d1536,20.932428,27.146965,V_d,tsne,PlantCaduceus,mlm_or_encoder,kuleshov-group,0.8885135504845132,p10_ee24_auto_euc,10,24,auto,euclidean,pca
GenerTeam/GENERator-v2-eukaryote-1.2b-base,-13.755318,38.39055,V_d,tsne,GENERator,ar_or_generative,GenerTeam,0.9160398018093819,p10_ee24_auto_euc,10,24,auto,euclidean,pca
GenerTeam/GENERator-v2-eukaryote-3b-base,-14.602566,40.74927,V_d,tsne,GENERator,ar_or_generative,GenerTeam,0.9258188828698207,p10_ee24_auto_euc,10,24,auto,euclidean,pca
GenerTeam/GENERator-v2-prokaryote-1.2b-base,12.045973,-6.5331063,V_d,tsne,GENERator,ar_or_generative,GenerTeam,0.8475775736175143,p10_ee24_auto_euc,10,24,auto,euclidean,pca
GenerTeam/GENERator-v2-prokaryote-3b-base,14.021981,-5.025201,V_d,tsne,GENERator,ar_or_generative,GenerTeam,0.8647661365519584,p10_ee24_auto_euc,10,24,auto,euclidean,pca
GenerTeam/GENERator-eukaryote-1.2b-base,-12.110372,38.738632,V_d,tsne,GENERator,ar_or_generative,GenerTeam,0.9123506614793109,p10_ee24_auto_euc,10,24,auto,euclidean,pca
GenerTeam/GENERator-eukaryote-3b-base,-12.88496,40.908237,V_d,tsne,GENERator,ar_or_generative,GenerTeam,0.9195296385996374,p10_ee24_auto_euc,10,24,auto,euclidean,pca
GenerTeam/GENERanno-prokaryote-0.5b-base,6.7035785,33.25817,V_d,tsne,GENERanno,mlm_or_encoder,GenerTeam,0.8817084154138367,p10_ee24_auto_euc,10,24,auto,euclidean,pca
GenerTeam/GENERanno-eukaryote-0.5b-base,12.324413,8.5309515,V_d,tsne,GENERanno,mlm_or_encoder,GenerTeam,0.8500129962518695,p10_ee24_auto_euc,10,24,auto,euclidean,pca
DOEJGI/GenomeOcean-100M-v1.2,-3.3843613,27.308817,V_d,tsne,GenomeOcean,ar_or_generative,DOEJGI,0.8707547235495641,p10_ee24_auto_euc,10,24,auto,euclidean,pca
DOEJGI/GenomeOcean-500M-v1.2,-6.4237494,29.18038,V_d,tsne,GenomeOcean,ar_or_generative,DOEJGI,0.8839444626248475,p10_ee24_auto_euc,10,24,auto,euclidean,pca
DOEJGI/GenomeOcean-500M,-4.210949,29.072851,V_d,tsne,GenomeOcean,ar_or_generative,DOEJGI,0.8824030266739168,p10_ee24_auto_euc,10,24,auto,euclidean,pca
DOEJGI/GenomeOcean-100M,-2.8351398,25.511871,V_d,tsne,GenomeOcean,ar_or_generative,DOEJGI,0.8777694806568301,p10_ee24_auto_euc,10,24,auto,euclidean,pca
DOEJGI/GenomeOcean-4B,-5.771508,31.090963,V_d,tsne,GenomeOcean,ar_or_generative,DOEJGI,0.8856784906711255,p10_ee24_auto_euc,10,24,auto,euclidean,pca
DOEJGI/GenomeOcean-4B-bgcFM,-7.7376914,25.958994,V_d,tsne,GenomeOcean,ar_or_generative,DOEJGI,0.8792286539634104,p10_ee24_auto_euc,10,24,auto,euclidean,pca
ZhejiangLab/Genos-10B-v2,-12.13055,-29.104296,V_d,tsne,Genos,ar_or_generative,ZhejiangLab,0.8866037169308743,p10_ee24_auto_euc,10,24,auto,euclidean,pca
ZhejiangLab/Genos-10B,-13.167691,-28.294565,V_d,tsne,Genos,ar_or_generative,ZhejiangLab,0.8923154127981832,p10_ee24_auto_euc,10,24,auto,euclidean,pca
ZhejiangLab/Genos-1.2B,-10.755799,-17.633509,V_d,tsne,Genos,ar_or_generative,ZhejiangLab,0.8659398847468603,p10_ee24_auto_euc,10,24,auto,euclidean,pca
ZhejiangLab/OneGenome-Rice,14.660695,26.325846,V_d,tsne,OneGenome,ar_or_generative,ZhejiangLab,0.851005834096549,p10_ee24_auto_euc,10,24,auto,euclidean,pca
genbio-ai/AIDO.DNA-7B,2.0856655,38.964027,V_d,tsne,AIDO.DNA,mlm_or_encoder,genbio-ai,0.8955860595416295,p10_ee24_auto_euc,10,24,auto,euclidean,pca
genbio-ai/AIDO.DNA-300M,1.5598099,26.018545,V_d,tsne,AIDO.DNA,mlm_or_encoder,genbio-ai,0.8969643969999578,p10_ee24_auto_euc,10,24,auto,euclidean,pca
Mishamq/HybriDNA-300M,6.321187,-38.283775,V_d,tsne,HybriDNA,ar_or_generative,Mishamq,0.8287939984167011,p10_ee24_auto_euc,10,24,auto,euclidean,pca
Mishamq/HybriDNA-3B,9.763827,-30.70885,V_d,tsne,HybriDNA,ar_or_generative,Mishamq,0.8946934034815327,p10_ee24_auto_euc,10,24,auto,euclidean,pca
Mishamq/HybriDNA-7B,12.627245,-35.208485,V_d,tsne,HybriDNA,ar_or_generative,Mishamq,0.8429952129330213,p10_ee24_auto_euc,10,24,auto,euclidean,pca
living-models/Botanic0-L,18.49915,22.590601,V_d,tsne,Botanic0,ar_or_generative,living-models,0.8817735814987914,p10_ee24_auto_euc,10,24,auto,euclidean,pca
living-models/Botanic0-M,16.671396,22.215784,V_d,tsne,Botanic0,ar_or_generative,living-models,0.8888156475711413,p10_ee24_auto_euc,10,24,auto,euclidean,pca
living-models/Botanic0-S,12.250524,20.499601,V_d,tsne,Botanic0,ar_or_generative,living-models,0.8922605273901404,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-17M-goat-5races,0.93113023,-35.59363,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7151140407337319,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-17M-cow-5races,2.9197118,-35.96658,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7295038417692249,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-17M-pig-13races,4.1387086,-34.65228,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7560749499657892,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-138M-hg38,1.5010091,-39.95541,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.6522743549122137,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-17M-hg38,4.492431,-23.327423,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.8120933659253847,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-1M-hg38,0.48800775,-24.827095,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7652417340533012,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-138M-lncRNA,2.4772253,-33.46535,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7336237875938862,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-417M-Athaliana,5.6187167,-43.990604,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.6657346162922085,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-138M-virus,9.0704775,-35.10572,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.5944237064486142,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-138M-noncoding,7.730497,35.420437,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.8069298647587365,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-138M-bacteriophage,8.550022,-36.80447,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.6028566584580207,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-138M-plasmid,7.836479,-33.007347,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.6587029529951741,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-138M-yeast,3.1091688,-45.03972,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7072246572524645,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-138M-bacteria,7.658866,-14.074995,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7144042532624235,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-422M-hg38,-2.4607584,-34.367336,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.8506983197541412,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/ModernBERT-DNA-v1-117M-Athaliana,1.4576192,-43.23284,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.6632138434294502,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/ModernBERT-DNA-v1-117M-hg38,-2.1584725,-19.707254,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.8337786903776166,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/ModernBert-DNA-v1-37M-virus,7.229099,-35.07724,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.7175569356285602,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/ModernBERT-DNA-v1-37M-Athaliana,0.26305535,-46.64047,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.6703268332023103,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/ModernBERT-DNA-v1-37M-hg38,-0.9518442,-41.166668,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.6887707783859928,p10_ee24_auto_euc,10,24,auto,euclidean,pca
RaphaelMourad/Jamba-DNA-v1-114M-hg38,-1.6099393,-15.88834,V_d,tsne,Jamba-DNA,ar_or_generative,RaphaelMourad,0.8491731838293114,p10_ee24_auto_euc,10,24,auto,euclidean,pca
plant-llms/PlantBiMoE,16.552513,24.604343,V_d,tsne,PlantBiMoE,mlm_or_encoder,plant-llms,0.8831416997893283,p10_ee24_auto_euc,10,24,auto,euclidean,pca
GenSLM-25M,8.931438,-10.013971,V_d,tsne,GenSLM,ar_or_generative,GenSLM,0.8187124537715601,p10_ee24_auto_euc,10,24,auto,euclidean,pca
GenSLM-250M,10.454577,-10.69629,V_d,tsne,GenSLM,ar_or_generative,GenSLM,0.8332770033831376,p10_ee24_auto_euc,10,24,auto,euclidean,pca
GenSLM-2.5B,10.323139,-8.850732,V_d,tsne,GenSLM,ar_or_generative,GenSLM,0.8577640682538047,p10_ee24_auto_euc,10,24,auto,euclidean,pca
Hengchang-Liu/D3LM-from-nt,2.7372794,7.547094,V_d,tsne,D3LM,mlm_or_encoder,Hengchang-Liu,0.8832184453373992,p10_ee24_auto_euc,10,24,auto,euclidean,pca
Hengchang-Liu/D3LM-scratch,6.1622367,-19.490904,V_d,tsne,D3LM,mlm_or_encoder,Hengchang-Liu,0.8586873230205744,p10_ee24_auto_euc,10,24,auto,euclidean,pca
JadenLong/MutBERT,-7.612436,-3.2680862,V_d,tsne,MutBERT,mlm_or_encoder,JadenLong,0.8981685232496104,p10_ee24_auto_euc,10,24,auto,euclidean,pca
JadenLong/MutBERT-Multi,-6.6705465,-1.4975631,V_d,tsne,MutBERT,mlm_or_encoder,JadenLong,0.8864963088581912,p10_ee24_auto_euc,10,24,auto,euclidean,pca
JadenLong/MutBERT-Human-Ref,-8.603426,-2.0794213,V_d,tsne,MutBERT,mlm_or_encoder,JadenLong,0.8982997255603392,p10_ee24_auto_euc,10,24,auto,euclidean,pca
HuggingFaceBio/Carbon-500M,-12.158755,36.69086,V_d,tsne,Carbon,ar_or_generative,HuggingFaceBio,0.9101119311604692,p10_ee24_auto_euc,10,24,auto,euclidean,pca
HuggingFaceBio/Carbon-3B,-13.4237,44.309734,V_d,tsne,Carbon,ar_or_generative,HuggingFaceBio,0.9233890367837617,p10_ee24_auto_euc,10,24,auto,euclidean,pca
HuggingFaceBio/Carbon-8B,-15.128753,45.209454,V_d,tsne,Carbon,ar_or_generative,HuggingFaceBio,0.9172279433913282,p10_ee24_auto_euc,10,24,auto,euclidean,pca
