model_id,x,y,embedding_input,method,family,branch,organization,mean_auc,tsne_label,tsne_perplexity,tsne_early_exaggeration,tsne_learning_rate,tsne_metric,tsne_init
RaphaelMourad/ModernBERT-DNA-v1-117M-hg38,14.048133,-15.569826,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.8337786903776166,p10_ee24_cosine,10,24,auto,cosine,pca
RaphaelMourad/ModernBert-DNA-v1-37M-virus,13.674818,-5.453321,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.7175569356285602,p10_ee24_cosine,10,24,auto,cosine,pca
RaphaelMourad/ModernBERT-DNA-v1-37M-Athaliana,19.576824,-4.342673,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.6703268332023103,p10_ee24_cosine,10,24,auto,cosine,pca
RaphaelMourad/ModernBERT-DNA-v1-37M-hg38,15.475145,-3.042953,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.6887707783859928,p10_ee24_cosine,10,24,auto,cosine,pca
RaphaelMourad/Jamba-DNA-v1-114M-hg38,15.82929,-15.928471,V_d,tsne,Jamba-DNA,ar_or_generative,RaphaelMourad,0.8491731838293114,p10_ee24_cosine,10,24,auto,cosine,pca
plant-llms/PlantBiMoE,-15.596407,4.403072,V_d,tsne,PlantBiMoE,mlm_or_encoder,plant-llms,0.8831416997893283,p10_ee24_cosine,10,24,auto,cosine,pca
GenSLM-25M,7.9669595,-7.6946726,V_d,tsne,GenSLM,ar_or_generative,GenSLM,0.8187124537715601,p10_ee24_cosine,10,24,auto,cosine,pca
GenSLM-250M,7.7244434,-8.034192,V_d,tsne,GenSLM,ar_or_generative,GenSLM,0.8332770033831376,p10_ee24_cosine,10,24,auto,cosine,pca
GenSLM-2.5B,7.4387336,-7.6506,V_d,tsne,GenSLM,ar_or_generative,GenSLM,0.8577640682538047,p10_ee24_cosine,10,24,auto,cosine,pca
Hengchang-Liu/D3LM-from-nt,-1.6936328,7.4710693,V_d,tsne,D3LM,mlm_or_encoder,Hengchang-Liu,0.8832184453373992,p10_ee24_cosine,10,24,auto,cosine,pca
Hengchang-Liu/D3LM-scratch,13.259968,-12.509537,V_d,tsne,D3LM,mlm_or_encoder,Hengchang-Liu,0.8586873230205744,p10_ee24_cosine,10,24,auto,cosine,pca
JadenLong/MutBERT,7.3190966,8.44636,V_d,tsne,MutBERT,mlm_or_encoder,JadenLong,0.8981685232496104,p10_ee24_cosine,10,24,auto,cosine,pca
JadenLong/MutBERT-Multi,6.7290125,8.542264,V_d,tsne,MutBERT,mlm_or_encoder,JadenLong,0.8864963088581912,p10_ee24_cosine,10,24,auto,cosine,pca
JadenLong/MutBERT-Human-Ref,7.0852284,8.100997,V_d,tsne,MutBERT,mlm_or_encoder,JadenLong,0.8982997255603392,p10_ee24_cosine,10,24,auto,cosine,pca
HuggingFaceBio/Carbon-500M,-20.902546,19.814869,V_d,tsne,Carbon,ar_or_generative,HuggingFaceBio,0.9101119311604692,p10_ee24_cosine,10,24,auto,cosine,pca
HuggingFaceBio/Carbon-3B,-19.698902,20.897985,V_d,tsne,Carbon,ar_or_generative,HuggingFaceBio,0.9233890367837617,p10_ee24_cosine,10,24,auto,cosine,pca
