togethercomputer/evo-1-8k-base,arcinstitute/evo2_7b_base,0
togethercomputer/evo-1-8k-base,arcinstitute/evo2_7b_262k,0
togethercomputer/evo-1-8k-base,arcinstitute/evo2_7b,0
togethercomputer/evo-1-8k-base,evo-design/evo-2-7b-8k-microviridae,0
togethercomputer/evo-1-8k-base,evo-design/evo-1-7b-131k-microviridae,1
togethercomputer/evo-1-8k-base,evo-design/evo-1.5-8k-base,1
togethercomputer/evo-1-8k-base,LongSafari/evo-1-8k-crispr,1
togethercomputer/evo-1-8k-base,LongSafari/evo-1-8k-transposon,1
